source	name	smiles	can_smi	can_taut	can_taut_strip_stereo	InChI	InChIKey	Molecular_Weight	Molecular_Formula	CanonicalTautomer	NumberOfTautomers
from NCGCCanonicalForm.java	SALICYLOYLACETATE	OC(CC(c1c(O)cccc1)=O)=O	OC(=O)CC(=O)c1ccccc1O	OC(=O)CC(=O)c1ccccc1O	OC(=O)CC(=O)c1ccccc1O	InChI=1S/C9H8O4/c10-7-4-2-1-3-6(7)8(11)5-9(12)13/h1-4,10H,5H2,(H,12,13)	NXXULKGZNFWZEY-UHFFFAOYSA-N	180.15742	C9H8O4	Yes	3
from NCGCCanonicalForm.java	PYRIDYLACETATE	OC(Cc1ncccc1)=O	OC(=O)Cc1ccccn1	OC(=O)Cc1ccccn1	OC(=O)Cc1ccccn1	InChI=1S/C7H7NO2/c9-7(10)5-6-3-1-2-4-8-6/h1-4H,5H2,(H,9,10)	BPSNETAIJADFTO-UHFFFAOYSA-N	137.13598	C7H7NO2		
from NCGCCanonicalForm.java	SUCCINATE	OC(CCC(=O)O)=O	OC(=O)CCC(=O)O	OC(=O)CCC(=O)O	OC(=O)CCC(=O)O	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	KDYFGRWQOYBRFD-UHFFFAOYSA-N	118.08804	C4H6O4		
from NCGCCanonicalForm.java	CYCLOHEXYLPROPIONATE	OC(CCC1CCCCC1)=O	OC(=O)CCC1CCCCC1	OC(=O)CCC1CCCCC1	OC(=O)CCC1CCCCC1	InChI=1S/C9H16O2/c10-9(11)7-6-8-4-2-1-3-5-8/h8H,1-7H2,(H,10,11)	HJZLEGIHUQOJBA-UHFFFAOYSA-N	156.22214	C9H16O2		
from NCGCCanonicalForm.java	PHENYLPROPIONATE	OC(CCc1ccccc1)=O	OC(=O)CCc1ccccc1	OC(=O)CCc1ccccc1	OC(=O)CCc1ccccc1	InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)	XMIIGOLPHOKFCH-UHFFFAOYSA-N	150.1745	C9H10O2		
from NCGCCanonicalForm.java	ASCORBATE	OC[C@@H]([C@@H]1C(O)=C(O)C(=O)O1)O	OC[C@H](O)[C@H]1OC(=O)C(=C1O)O	OC[C@H](O)c1oc(O)c(O)c1O	OCC(O)c1oc(O)c(O)c1O	InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,7-11H,1H2	LPYXWGMUVRGUOY-UHFFFAOYSA-N	176.12411	C6H8O6	Yes	3
from NCGCCanonicalForm.java	GLUCOSIDE	OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)C(O)O1	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	OCC1OC(O)C(O)C(O)C1O	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2	WQZGKKKJIJFFOK-UHFFFAOYSA-N	180.15588	C6H12O6		
from NCGCCanonicalForm.java	GLUCOHEPTONATE	OC[C@H]([C@@H]([C@H]([C@H]([C@H](C(=O)[O-])O)O)O)O)O	OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O	OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O	OCC(O)C(O)C(O)C(O)C(O)C(=O)O	InChI=1S/C7H14O8/c8-1-2(9)3(10)4(11)5(12)6(13)7(14)15/h2-6,8-13H,1H2,(H,14,15)	KWMLJOLKUYYJFJ-UHFFFAOYSA-N	226.18125	C7H14O8		
from NCGCCanonicalForm.java	GLUCONATE	OC[C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O	OCC(O)C(O)C(O)C(O)C(=O)O	InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)	RGHNJXZEOKUKBD-UHFFFAOYSA-N	196.15527	C6H12O7		
from NCGCCanonicalForm.java	PICRATE	Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	InChI=1S/C6H3N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1-2,10H	OXNIZHLAWKMVMX-UHFFFAOYSA-N	229.10392	C6H3N3O7		
from NCGCCanonicalForm.java	HYDROXYNAPHTHOATE	Oc1c(C(=O)[O-])c(c2cc1)cccc2	OC(=O)c1c(O)ccc2ccccc12	OC(=O)c1c(O)ccc2ccccc12	OC(=O)c1c(O)ccc2ccccc12	InChI=1S/C11H8O3/c12-9-6-5-7-3-1-2-4-8(7)10(9)11(13)14/h1-6,12H,(H,13,14)	UPHOPMSGKZNELG-UHFFFAOYSA-N	188.17942	C11H8O3		
from NCGCCanonicalForm.java	HYDROXYBENZOATE	Oc1c(C(=O)[O-])cccc1	OC(=O)c1ccccc1O	OC(=O)c1ccccc1O	OC(=O)c1ccccc1O	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	YGSDEFSMJLZEOE-UHFFFAOYSA-N	138.12074	C7H6O3		
from NCGCCanonicalForm.java	SALICYLATE	Oc1c(C(=O)[O-])cccc1	OC(=O)c1ccccc1O	OC(=O)c1ccccc1O	OC(=O)c1ccccc1O	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	YGSDEFSMJLZEOE-UHFFFAOYSA-N	138.12074	C7H6O3		
from NCGCCanonicalForm.java	METHYLENEDISALICYLATE	Oc1c(C(OCOC(c2c(O)cccc2)=O)=O)cccc1	Oc1ccccc1C(=O)OCOC(=O)c2ccccc2O	Oc1ccccc1C(=O)OCOC(=O)c2ccccc2O	Oc1ccccc1C(=O)OCOC(=O)c2ccccc2O	InChI=1S/C15H12O6/c16-12-7-3-1-5-10(12)14(18)20-9-21-15(19)11-6-2-4-8-13(11)17/h1-8,16-17H,9H2	JAPKSVAKWPKFRI-UHFFFAOYSA-N	288.25218	C15H12O6	Yes	4
from NCGCCanonicalForm.java	EMBONATE	Oc1c(Cc2c(c3cc(C(=O)[O-])c2O)cccc3)c(c4cc1C(=O)[O-])cccc4	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	InChI=1S/C23H16O6/c24-20-16(14-7-3-1-5-12(14)9-18(20)22(26)27)11-17-15-8-4-2-6-13(15)10-19(21(17)25)23(28)29/h1-10,24-25H,11H2,(H,26,27)(H,28,29)	WLJNZVDCPSBLRP-UHFFFAOYSA-N	388.36953	C23H16O6		
from NCGCCanonicalForm.java	PAMOATE	Oc1c(Cc2c(c3cc(C(=O)[O-])c2O)cccc3)c(c4cc1C(=O)[O-])cccc4	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	InChI=1S/C23H16O6/c24-20-16(14-7-3-1-5-12(14)9-18(20)22(26)27)11-17-15-8-4-2-6-13(15)10-19(21(17)25)23(28)29/h1-10,24-25H,11H2,(H,26,27)(H,28,29)	WLJNZVDCPSBLRP-UHFFFAOYSA-N	388.36953	C23H16O6		
from NCGCCanonicalForm.java	DIHYDROXYBENZOATE	Oc1c(O)c(C(=O)[O-])ccc1	OC(=O)c1cccc(O)c1O	OC(=O)c1cccc(O)c1O	OC(=O)c1cccc(O)c1O	InChI=1S/C7H6O4/c8-5-3-1-2-4(6(5)9)7(10)11/h1-3,8-9H,(H,10,11)	GLDQAMYCGOIJDV-UHFFFAOYSA-N	154.12014	C7H6O4		
from NCGCCanonicalForm.java	o-(4-HYDROXYBENZOYL)BENZOATE	Oc1ccc(C(c2c(C(=O)[O-])cccc2)=O)cc1	OC(=O)c1ccccc1C(=O)c2ccc(O)cc2	OC(=O)c1ccccc1C(=O)c2ccc(O)cc2	OC(=O)c1ccccc1C(=O)c2ccc(O)cc2	InChI=1S/C14H10O4/c15-10-7-5-9(6-8-10)13(16)11-3-1-2-4-12(11)14(17)18/h1-8,15H,(H,17,18)	YGTUPRIZNBMOFV-UHFFFAOYSA-N	242.2268	C14H10O4	Yes	2
from NCGCCanonicalForm.java	GLYCOLATE	OCC(=O)[O-]	OCC(=O)O	OCC(=O)O	OCC(=O)O	InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)	AEMRFAOFKBGASW-UHFFFAOYSA-N	76.05136	C2H4O3		
from NCGCCanonicalForm.java	TRIETHANOLAMINE	OCCN(CCO)CCO	OCCN(CCO)CCO	OCCN(CCO)CCO	OCCN(CCO)CCO	InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2	GSEJCLTVZPLZKY-UHFFFAOYSA-N	149.1882	C6H15NO3		
from NCGCCanonicalForm.java	1-PYRROLIDINEETHANOL	OCCN1CCCC1	OCCN1CCCC1	OCCN1CCCC1	OCCN1CCCC1	InChI=1S/C6H13NO/c8-6-5-7-3-1-2-4-7/h8H,1-6H2	XBRDBODLCHKXHI-UHFFFAOYSA-N	115.17351	C6H13NO		
from NCGCCanonicalForm.java	DIETHANOLAMINE	OCCNCCO	OCCNCCO	OCCNCCO	OCCNCCO	InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2	ZBCBWPMODOFKDW-UHFFFAOYSA-N	105.13563	C4H11NO2		
from NCGCCanonicalForm.java	2-HYDROXYETHANESULFONATE	OCCS(=O)(=O)[O-]	OCCS(=O)(=O)O	OCCS(=O)(=O)O	OCCS(=O)(=O)O	InChI=1S/C2H6O4S/c3-1-2-7(4,5)6/h3H,1-2H2,(H,4,5,6)	SUMDYPCJJOFFON-UHFFFAOYSA-N	126.13163	C2H6O4S		
from NCGCCanonicalForm.java	2-HYDROXYETHANESULPHONATE	OCCS(=O)(=O)[O-]	OCCS(=O)(=O)O	OCCS(=O)(=O)O	OCCS(=O)(=O)O	InChI=1S/C2H6O4S/c3-1-2-7(4,5)6/h3H,1-2H2,(H,4,5,6)	SUMDYPCJJOFFON-UHFFFAOYSA-N	126.13163	C2H6O4S		
from NCGCCanonicalForm.java	ISETHIONATE	OCCS(=O)(=O)O	OCCS(=O)(=O)O	OCCS(=O)(=O)O	OCCS(=O)(=O)O	InChI=1S/C2H6O4S/c3-1-2-7(4,5)6/h3H,1-2H2,(H,4,5,6)	SUMDYPCJJOFFON-UHFFFAOYSA-N	126.13163	C2H6O4S		
from NCGCCanonicalForm.java	DIHYDROGEN PHOSPHATE	OP(=O)(O)O	OP(=O)(O)O	OP(=O)(O)O	OP(=O)(O)O	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)	NBIIXXVUZAFLBC-UHFFFAOYSA-N	97.99518	H3O4P		
from NCGCCanonicalForm.java	SULFATE	OS(=O)(=O)O	OS(=O)(=O)O	OS(=O)(=O)O	OS(=O)(=O)O	InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)	QAOWNCQODCNURD-UHFFFAOYSA-N	98.07847	H2O4S		
from NCGCCanonicalForm.java	SULPHATE	OS(=O)(=O)O	OS(=O)(=O)O	OS(=O)(=O)O	OS(=O)(=O)O	InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)	QAOWNCQODCNURD-UHFFFAOYSA-N	98.07847	H2O4S		
from NCGCCanonicalForm.java	SULFITE	OS(=O)O	OS(=O)O	OS(=O)O	OS(=O)O	InChI=1S/H2O3S/c1-4(2)3/h(H2,1,2,3)	LSNNMFCWUKXFEE-UHFFFAOYSA-N	82.07907	H2O3S		
from NCGCCanonicalForm.java	SULPHITE	OS(=O)O	OS(=O)O	OS(=O)O	OS(=O)O	InChI=1S/H2O3S/c1-4(2)3/h(H2,1,2,3)	LSNNMFCWUKXFEE-UHFFFAOYSA-N	82.07907	H2O3S		
from NCGCCanonicalForm.java	CLOSILATE	OS(c1ccc(Cl)cc1)(=O)=O	OS(=O)(=O)c1ccc(Cl)cc1	OS(=O)(=O)c1ccc(Cl)cc1	OS(=O)(=O)c1ccc(Cl)cc1	InChI=1S/C6H5ClO3S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,(H,8,9,10)	RJWBTWIBUIGANW-UHFFFAOYSA-N	192.6201	C6H5ClO3S		
from NCGCCanonicalForm.java	SULFOSALICYLATE	OS(Oc1c(C(=O)[O-])cccc1)(=O)=O	OC(=O)c1ccccc1OS(=O)(=O)O	OC(=O)c1ccccc1OS(=O)(=O)O	OC(=O)c1ccccc1OS(=O)(=O)O	InChI=1S/C7H6O6S/c8-7(9)5-3-1-2-4-6(5)13-14(10,11)12/h1-4H,(H,8,9)(H,10,11,12)	MOODSJOROWROTO-UHFFFAOYSA-N	218.18394	C7H6O6S		
from NCGCCanonicalForm.java	SULPHOSALICYLATE	OS(Oc1c(C(=O)[O-])cccc1)(=O)=O	OC(=O)c1ccccc1OS(=O)(=O)O	OC(=O)c1ccccc1OS(=O)(=O)O	OC(=O)c1ccccc1OS(=O)(=O)O	InChI=1S/C7H6O6S/c8-7(9)5-3-1-2-4-6(5)13-14(10,11)12/h1-4H,(H,8,9)(H,10,11,12)	MOODSJOROWROTO-UHFFFAOYSA-N	218.18394	C7H6O6S		
from NCGCCanonicalForm.java	Benzenesulfonate	[O-]S(c1ccccc1)(=O)=O	OS(=O)(=O)c1ccccc1	OS(=O)(=O)c1ccccc1	OS(=O)(=O)c1ccccc1	InChI=1S/C6H6O3S/c7-10(8,9)6-4-2-1-3-5-6/h1-5H,(H,7,8,9)	SRSXLGNVWSONIS-UHFFFAOYSA-N	158.17504	C6H6O3S		
from NCGCCanonicalForm.java	3,7-di-tert-butyl-1,5-naphthalenedisulfonate	CC(c1cc(c2c(S(=O)(=O)[O-])c1)c(S(=O)(=O)[O-])cc(C(C)(C)C)c2)(C)C	CC(C)(C)c1cc(c2cc(cc(c2c1)S(=O)(=O)O)C(C)(C)C)S(=O)(=O)O	CC(C)(C)c1cc(c2cc(cc(c2c1)S(=O)(=O)O)C(C)(C)C)S(=O)(=O)O	CC(C)(C)c1cc(c2cc(cc(c2c1)S(=O)(=O)O)C(C)(C)C)S(=O)(=O)O	InChI=1S/C18H24O6S2/c1-17(2,3)11-7-13-14(15(9-11)25(19,20)21)8-12(18(4,5)6)10-16(13)26(22,23)24/h7-10H,1-6H3,(H,19,20,21)(H,22,23,24)	UAVWWXVXXQGHGA-UHFFFAOYSA-N	400.50955	C18H24O6S2		
from NCGCCanonicalForm.java	Camphorsulfonate	CC(C1(CS(=O)(=O)[O-])CC2)(C2CC1=O)C	CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2	CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2	CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2	InChI=1S/C10H16O4S/c1-9(2)7-3-4-10(9,8(11)5-7)6-15(12,13)14/h7H,3-6H2,1-2H3,(H,12,13,14)	MIOPJNTWMNEORI-UHFFFAOYSA-N	232.29664	C10H16O4S	Yes	2
from NCGCCanonicalForm.java	p-Carboxybenzenesulfonate	OC(c1ccc(S(=O)(=O)[O-])cc1)=O	OC(=O)c1ccc(cc1)S(=O)(=O)O	OC(=O)c1ccc(cc1)S(=O)(=O)O	OC(=O)c1ccc(cc1)S(=O)(=O)O	InChI=1S/C7H6O5S/c8-7(9)5-1-3-6(4-2-5)13(10,11)12/h1-4H,(H,8,9)(H,10,11,12)	HWAQOZGATRIYQG-UHFFFAOYSA-N	202.18454	C7H6O5S		
from NCGCCanonicalForm.java	4-Methylbicyclo[2.2.2]oct-2-ene-1-carboxylate	CC(C=C1)(CC2)CCC12C(=O)[O-]	CC12CCC(CC1)(C=C2)C(=O)O	CC12CCC(CC1)(C=C2)C(=O)O	CC12CCC(CC1)(C=C2)C(=O)O	InChI=1S/C10H14O2/c1-9-2-5-10(6-3-9,7-4-9)8(11)12/h2,5H,3-4,6-7H2,1H3,(H,11,12)	AMMPLVWPWSYRDR-UHFFFAOYSA-N	166.21696	C10H14O2		
from NCGCCanonicalForm.java	Cyclopentanepropionate	[O-]C(CCC1CCCC1)=O	OC(=O)CCC1CCCC1	OC(=O)CCC1CCCC1	OC(=O)CCC1CCCC1	InChI=1S/C8H14O2/c9-8(10)6-5-7-3-1-2-4-7/h7H,1-6H2,(H,9,10)	ZRPLANDPDWYOMZ-UHFFFAOYSA-N	142.19556	C8H14O2		
from NCGCCanonicalForm.java	p-Chlorobenzenesulfonate	[O-]S(c1ccc(Cl)cc1)(=O)=O	OS(=O)(=O)c1ccc(Cl)cc1	OS(=O)(=O)c1ccc(Cl)cc1	OS(=O)(=O)c1ccc(Cl)cc1	InChI=1S/C6H5ClO3S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,(H,8,9,10)	RJWBTWIBUIGANW-UHFFFAOYSA-N	192.6201	C6H5ClO3S		
from NCGCCanonicalForm.java	[(6-hydroxy-4-methyl-2-oxo-2H-1-benzopyran-7-yl)oxy]acetate	CC(c(c1OC2=O)cc(O)c(OCC(=O)O)c1)=C2	CC1=CC(=O)Oc2cc(OCC(=O)O)c(O)cc12	CC1=CC(=O)Oc2cc(OCC(=O)O)c(O)cc12	CC1=CC(=O)Oc2cc(OCC(=O)O)c(O)cc12	InChI=1S/C12H10O6/c1-6-2-12(16)18-9-4-10(17-5-11(14)15)8(13)3-7(6)9/h2-4,13H,5H2,1H3,(H,14,15)	PLEFEZPTTKWFDT-UHFFFAOYSA-N	250.2042	C12H10O6	Yes	2
from NCGCCanonicalForm.java	6,7-Dihydroxycoumarin-4-methanesulfonate	Oc1c(O)cc(c2c1)C(CS(=O)(=O)[O-])=CC(=O)O2	Oc1cc2OC(=O)C=C(CS(=O)(=O)O)c2cc1O	Oc1cc2OC(=O)C=C(CS(=O)(=O)O)c2cc1O	Oc1cc2OC(=O)C=C(CS(=O)(=O)O)c2cc1O	InChI=1S/C10H8O7S/c11-7-2-6-5(4-18(14,15)16)1-10(13)17-9(6)3-8(7)12/h1-3,11-12H,4H2,(H,14,15,16)	LBWLLRSOVCRWSW-UHFFFAOYSA-N	272.23132	C10H8O7S	Yes	3
from NCGCCanonicalForm.java	2,6-di-tert-butyl-1,5-naphthalenedisulfonate	CC(c1c(S(=O)(=O)[O-])c(c2cc1)ccc(C(C)(C)C)c2S(=O)(=O)[O-])(C)C	CC(C)(C)c1ccc2c(c(ccc2c1S(=O)(=O)O)C(C)(C)C)S(=O)(=O)O	CC(C)(C)c1ccc2c(c(ccc2c1S(=O)(=O)O)C(C)(C)C)S(=O)(=O)O	CC(C)(C)c1ccc2c(c(ccc2c1S(=O)(=O)O)C(C)(C)C)S(=O)(=O)O	InChI=1S/C18H24O6S2/c1-17(2,3)13-9-7-12-11(15(13)25(19,20)21)8-10-14(18(4,5)6)16(12)26(22,23)24/h7-10H,1-6H3,(H,19,20,21)(H,22,23,24)	ZYOGLINWSLETEQ-UHFFFAOYSA-N	400.50955	C18H24O6S2		
from NCGCCanonicalForm.java	Diethanolamine	OCCNCCO	OCCNCCO	OCCNCCO	OCCNCCO	InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2	ZBCBWPMODOFKDW-UHFFFAOYSA-N	105.13563	C4H11NO2		
from NCGCCanonicalForm.java	1,2-Ethanedisulfonate	[O-]S(CCS(=O)(=O)[O-])(=O)=O	OS(=O)(=O)CCS(=O)(=O)O	OS(=O)(=O)CCS(=O)(=O)O	OS(=O)(=O)CCS(=O)(=O)O	InChI=1S/C2H6O6S2/c3-9(4,5)1-2-10(6,7)8/h1-2H2,(H,3,4,5)(H,6,7,8)	AFAXGSQYZLGZPG-UHFFFAOYSA-N	190.19544	C2H6O6S2		
from NCGCCanonicalForm.java	4,4-Methylenebis(3-hydroxy-2-naphthoate)	OC(c1c(O)c(Cc2c(c3cc(C(=O)O)c2O)cccc3)c(c4c1)cccc4)=O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	InChI=1S/C23H16O6/c24-20-16(14-7-3-1-5-12(14)9-18(20)22(26)27)11-17-15-8-4-2-6-13(15)10-19(21(17)25)23(28)29/h1-10,24-25H,11H2,(H,26,27)(H,28,29)	WLJNZVDCPSBLRP-UHFFFAOYSA-N	388.36953	C23H16O6		
from NCGCCanonicalForm.java	Heptanoate	CCCCCCC(=O)[O-]	CCCCCCC(=O)O	CCCCCCC(=O)O	CCCCCCC(=O)O	InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)	MNWFXJYAOYHMED-UHFFFAOYSA-N	130.18485	C7H14O2		
from NCGCCanonicalForm.java	Ethanesulfonate	CCS(=O)(=O)[O-]	CCS(=O)(=O)O	CCS(=O)(=O)O	CCS(=O)(=O)O	InChI=1S/C2H6O3S/c1-2-6(3,4)5/h2H2,1H3,(H,3,4,5)	CCIVGXIOQKPBKL-UHFFFAOYSA-N	110.13223	C2H6O3S		
from NCGCCanonicalForm.java	o-[(2-hydroxy-4-biphenylyl)-carbonyl]benzoate	Oc1c(c2ccccc2)ccc(C(c3c(C(=O)[O-])cccc3)=O)c1	OC(=O)c1ccccc1C(=O)c2ccc(c(O)c2)c3ccccc3	OC(=O)c1ccccc1C(=O)c2ccc(c(O)c2)c3ccccc3	OC(=O)c1ccccc1C(=O)c2ccc(c(O)c2)c3ccccc3	InChI=1S/C20H14O4/c21-18-12-14(10-11-15(18)13-6-2-1-3-7-13)19(22)16-8-4-5-9-17(16)20(23)24/h1-12,21H,(H,23,24)	AZKNPNDTUFCNTQ-UHFFFAOYSA-N	318.32276	C20H14O4		
from NCGCCanonicalForm.java	Glucoheptonate	OC[C@H]([C@@H]([C@H]([C@H]([C@H](C(=O)[O-])O)O)O)O)O	OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O	OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)O	OCC(O)C(O)C(O)C(O)C(O)C(=O)O	InChI=1S/C7H14O8/c8-1-2(9)3(10)4(11)5(12)6(13)7(14)15/h2-6,8-13H,1H2,(H,14,15)	KWMLJOLKUYYJFJ-UHFFFAOYSA-N	226.18125	C7H14O8		
from NCGCCanonicalForm.java	o-(4-hydroxybenzoyl)benzoate	Oc1ccc(C(c2c(C(=O)[O-])cccc2)=O)cc1	OC(=O)c1ccccc1C(=O)c2ccc(O)cc2	OC(=O)c1ccccc1C(=O)c2ccc(O)cc2	OC(=O)c1ccccc1C(=O)c2ccc(O)cc2	InChI=1S/C14H10O4/c15-10-7-5-9(6-8-10)13(16)11-3-1-2-4-12(11)14(17)18/h1-8,15H,(H,17,18)	YGTUPRIZNBMOFV-UHFFFAOYSA-N	242.2268	C14H10O4	Yes	2
from NCGCCanonicalForm.java	2-Hydroxyethanesulfonate	OCCS(=O)(=O)[O-]	OCCS(=O)(=O)O	OCCS(=O)(=O)O	OCCS(=O)(=O)O	InChI=1S/C2H6O4S/c3-1-2-7(4,5)6/h3H,1-2H2,(H,4,5,6)	SUMDYPCJJOFFON-UHFFFAOYSA-N	126.13163	C2H6O4S		
from NCGCCanonicalForm.java	n-Dodecylsulfate	CCCCCCCCCCCCOS(=O)(=O)O	CCCCCCCCCCCCOS(=O)(=O)O	CCCCCCCCCCCCOS(=O)(=O)O	CCCCCCCCCCCCOS(=O)(=O)O	InChI=1S/C12H26O4S/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15/h2-12H2,1H3,(H,13,14,15)	MOTZDAYCYVMXPC-UHFFFAOYSA-N	266.39744	C12H26O4S		
from NCGCCanonicalForm.java	3,4,5-Trimethoxybenzene	COc1c(OC)c(OC)ccc1	COc1cccc(OC)c1OC	COc1cccc(OC)c1OC	COc1cccc(OC)c1OC	InChI=1S/C9H12O3/c1-10-7-5-4-6-8(11-2)9(7)12-3/h4-6H,1-3H3	CRUILBNAQILVHZ-UHFFFAOYSA-N	168.18978	C9H12O3		
from NCGCCanonicalForm.java	Methanesulfonate	CS(=O)(=O)[O-]	CS(=O)(=O)O	CS(=O)(=O)O	CS(=O)(=O)O	InChI=1S/CH4O3S/c1-5(2,3)4/h1H3,(H,2,3,4)	AFVFQIVMOAPDHO-UHFFFAOYSA-N	96.10566	CH4O3S		
from NCGCCanonicalForm.java	3-methoxy-2-naphthoate	COc1c(C(=O)[O-])cc(c2c1)cccc2	COc1cc2ccccc2cc1C(=O)O	COc1cc2ccccc2cc1C(=O)O	COc1cc2ccccc2cc1C(=O)O	InChI=1S/C12H10O3/c1-15-11-7-9-5-3-2-4-8(9)6-10(11)12(13)14/h2-7H,1H3,(H,13,14)	RTBQQRFTCVDODF-UHFFFAOYSA-N	202.206	C12H10O3		
from NCGCCanonicalForm.java	Methylsulfate	COS(=O)(=O)O	COS(=O)(=O)O	COS(=O)(=O)O	COS(=O)(=O)O	InChI=1S/CH4O4S/c1-5-6(2,3)4/h1H3,(H,2,3,4)	JZMJDSHXVKJFKW-UHFFFAOYSA-N	112.10506	CH4O4S		
from NCGCCanonicalForm.java	1,5-Naphthalenedisulfonate	[O-]S(c1c(c2ccc1)cccc2S(=O)(=O)[O-])(=O)=O	OS(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)O	OS(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)O	OS(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)O	InChI=1S/C10H8O6S2/c11-17(12,13)9-5-1-3-7-8(9)4-2-6-10(7)18(14,15)16/h1-6H,(H,11,12,13)(H,14,15,16)	XTEGVFVZDVNBPF-UHFFFAOYSA-N	288.29692	C10H8O6S2		
from NCGCCanonicalForm.java	2-Naphthalenesulfonate	[O-]S(c1cc(c2cc1)cccc2)(=O)=O	OS(=O)(=O)c1ccc2ccccc2c1	OS(=O)(=O)c1ccc2ccccc2c1	OS(=O)(=O)c1ccc2ccccc2c1	InChI=1S/C10H8O3S/c11-14(12,13)10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,(H,11,12,13)	KVBGVZZKJNLNJU-UHFFFAOYSA-N	208.23371	C10H8O3S		
from NCGCCanonicalForm.java	Ethanolamine	NCCO	NCCO	NCCO	NCCO	InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2	HZAXFHJVJLSVMW-UHFFFAOYSA-N	61.08308	C2H7NO		
