source	smiles	name	atomArray	can_smi	can_taut	can_taut_strip_stereo	Molecular_Formula	Molecular_Weight	CanonicalTautomer	NumberOfTautomers
from NCGCCanonicalForm.java	[O-]c1c(Cl)cc(Cl)c(Cl)c1	2,4,5-Trichlorophenolate		[O-]c1cc(Cl)c(Cl)cc1Cl	[O-]c1cc(Cl)c(Cl)cc1Cl	[O-]c1cc(Cl)c(Cl)cc1Cl	C6H2Cl3O	196.43848		
from NCGCCanonicalForm.java	OCCN(CCO)CCO	Triethanolamine		OCCN(CCO)CCO	OCCN(CCO)CCO	OCCN(CCO)CCO	C6H15NO3	149.1882		
from NCGCCanonicalForm.java	CC(NCC(=O)[O-])=O	N-acetylglycinate		CC(=O)NCC(=O)[O-]	CC(=O)NCC(=O)[O-]	CC(=O)NCC(=O)[O-]	C4H6NO3	116.09534		
from NCGCCanonicalForm.java	[O-]S(c1ccccc1)(=O)=O	benzenesulfonate		[O-]S(=O)(=O)c1ccccc1	[O-]S(=O)(=O)c1ccccc1	[O-]S(=O)(=O)c1ccccc1	C6H5O3S	157.16709		
from NCGCCanonicalForm.java	CCCC[C@@H]1CC[C@@H](C(=O)[O-])CC1	trans-4-butylcyclohexanecarboxylate		CCCC[C@@H]1CC[C@H](CC1)C(=O)[O-]	CCCC[C@@H]1CC[C@H](CC1)C(=O)[O-]	CCCCC1CCC(CC1)C(=O)[O-]	C11H19O2	183.26736		
from NCGCCanonicalForm.java	CC(C1(CS(=O)(=O)[O-])CC2)(C2CC1=O)C	camphorsulfonate		CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2	CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2	CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2	C10H15O4S	231.2887		
from NCGCCanonicalForm.java	CCCCCC(=O)[O-]	hexanoate		CCCCCC(=O)[O-]	CCCCCC(=O)[O-]	CCCCCC(=O)[O-]	C6H11O2	115.15033		
from NCGCCanonicalForm.java	[O-]S(c1ccc(Cl)cc1)(=O)=O	p-chlorobenzenesulfonate		[O-]S(=O)(=O)c1ccc(Cl)cc1	[O-]S(=O)(=O)c1ccc(Cl)cc1	[O-]S(=O)(=O)c1ccc(Cl)cc1	C6H4ClO3S	191.61216		
from NCGCCanonicalForm.java	CC(C=C1)(CC2)CCC12C(=O)[O-]	4-methylbicyclo[2,2,2]oct-2-ene-1-carboxylate		CC12CCC(CC1)(C=C2)C(=O)[O-]	CC12CCC(CC1)(C=C2)C(=O)[O-]	CC12CCC(CC1)(C=C2)C(=O)[O-]	C10H13O2	165.20902		
from NCGCCanonicalForm.java	[O-]C(CCC1CCCC1)=O	cyclopentanepropionate		[O-]C(=O)CCC1CCCC1	[O-]C(=O)CCC1CCCC1	[O-]C(=O)CCC1CCCC1	C8H13O2	141.18762		
from NCGCCanonicalForm.java	CN(CCC(=O)[O-])C	N,N-dimethyl-beta-alaninate		CN(C)CCC(=O)[O-]	CN(C)CCC(=O)[O-]	CN(C)CCC(=O)[O-]	C5H10NO2	116.13839		
from NCGCCanonicalForm.java	OCCNCCO	diethanolamine		OCCNCCO	OCCNCCO	OCCNCCO	C4H11NO2	105.13563		
from NCGCCanonicalForm.java	CCCCCCCCCCCCCCCCCCOP(=O)(O)O	octadecyl hydrogen phosphate		CCCCCCCCCCCCCCCCCCOP(=O)(O)O	CCCCCCCCCCCCCCCCCCOP(=O)(O)O	CCCCCCCCCCCCCCCCCCOP(=O)(O)O	C18H39O4P	350.47362		
from NCGCCanonicalForm.java	NCCN	ethylenediamine		NCCN	NCCN	NCCN	C2H8N2	60.09832		
from NCGCCanonicalForm.java	[O-]C(CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-])=O	ethylenediaminetetraacetate		[O-]C(=O)CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]	[O-]C(=O)CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]	[O-]C(=O)CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-]	C10H12N2O8	288.21088		
from NCGCCanonicalForm.java	[O-]S(CCS(=O)(=O)[O-])(=O)=O	1,2-ethanedisulfonate		[O-]S(=O)(=O)CCS(=O)(=O)[O-]	[O-]S(=O)(=O)CCS(=O)(=O)[O-]	[O-]S(=O)(=O)CCS(=O)(=O)[O-]	C2H4O6S2	188.17956		
from NCGCCanonicalForm.java	CCCCCCC(=O)[O-]	heptanoate		CCCCCCC(=O)[O-]	CCCCCCC(=O)[O-]	CCCCCCC(=O)[O-]	C7H13O2	129.17692		
from NCGCCanonicalForm.java	OCCN1CCCC1	1-pyrrolidineethanol		OCCN1CCCC1	OCCN1CCCC1	OCCN1CCCC1	C6H13NO	115.17351		
from NCGCCanonicalForm.java	CC(N)(C)C	tert-butylamine		CC(C)(C)N	CC(C)(C)N	CC(C)(C)N	C4H11N	73.13683		
from NCGCCanonicalForm.java	CCS(=O)(=O)[O-]	ethanesulfonate		CCS(=O)(=O)[O-]	CCS(=O)(=O)[O-]	CCS(=O)(=O)[O-]	C2H5O3S	109.12429		
from NCGCCanonicalForm.java	CCOC(=O)O	ethyl carbonate		CCOC(=O)O	CCOC(=O)O	CCOC(=O)O	C3H6O3	90.07794		
from NCGCCanonicalForm.java	CCCCCCCCCCCCCCOP(=O)(O)O	TETRADECYL HYDROGEN PHOSPHATE		CCCCCCCCCCCCCCOP(=O)(O)O	CCCCCCCCCCCCCCOP(=O)(O)O	CCCCCCCCCCCCCCOP(=O)(O)O	C14H31O4P	294.3673		
from NCGCCanonicalForm.java	Oc1ccc(C(c2c(C(=O)[O-])cccc2)=O)cc1	o-(p-hydroxybenzoyl)benzoate		Oc1ccc(cc1)C(=O)c2ccccc2C(=O)[O-]	Oc1ccc(cc1)C(=O)c2ccccc2C(=O)[O-]	Oc1ccc(cc1)C(=O)c2ccccc2C(=O)[O-]	C14H9O4	241.21886	Yes	2
from NCGCCanonicalForm.java	OCCS(=O)(=O)[O-]	2-hydroxyethanesulfonate		OCCS(=O)(=O)[O-]	OCCS(=O)(=O)[O-]	OCCS(=O)(=O)[O-]	C2H5O4S	125.12369		
from NCGCCanonicalForm.java	CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O	N-methylglucamine		CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	CNCC(O)C(O)C(O)C(O)CO	C7H17NO5	195.21358		
from NCGCCanonicalForm.java	CS(=O)(=O)[O-]	methanesulfonate		CS(=O)(=O)[O-]	CS(=O)(=O)[O-]	CS(=O)(=O)[O-]	CH3O3S	95.09772		
from NCGCCanonicalForm.java	[O-]S(c1cc(c2cc1)cccc2)(=O)=O	2-naphthalenesulfonate		[O-]S(=O)(=O)c1ccc2ccccc2c1	[O-]S(=O)(=O)c1ccc2ccccc2c1	[O-]S(=O)(=O)c1ccc2ccccc2c1	C10H7O3S	207.22578		
from NCGCCanonicalForm.java	OC(c1c(O)c(Cc2c(c3cc(C(=O)O)c2O)cccc3)c(c4c1)cccc4)=O	4,4-methylenebis[3-hydroxy-2-naphthoate]		OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	C23H16O6	388.36953		
from NCGCCanonicalForm.java	[O-]C(CCc1ccccc1)=O	3-phenylpropionate		[O-]C(=O)CCc1ccccc1	[O-]C(=O)CCc1ccccc1	[O-]C(=O)CCc1ccccc1	C9H9O2	149.16656		
from NCGCCanonicalForm.java	CC(OC(C)(C)C)=O	tert-butyl acetate		CC(=O)OC(C)(C)C	CC(=O)OC(C)(C)C	CC(=O)OC(C)(C)C	C6H12O2	116.15828		
from NCGCCanonicalForm.java	CC(CC(=O)[O-])(C)C	3,3-dimethylbutyrate		CC(C)(C)CC(=O)[O-]	CC(C)(C)CC(=O)[O-]	CC(C)(C)CC(=O)[O-]	C6H11O2	115.15033		
from NCGCCanonicalForm.java	Cc1ccc(S(=O)(=O)[O-])cc1	p-toluenesulfonate		Cc1ccc(cc1)S(=O)(=O)[O-]	Cc1ccc(cc1)S(=O)(=O)[O-]	Cc1ccc(cc1)S(=O)(=O)[O-]	C7H7O3S	171.19368		
from NCGCCanonicalForm.java	[O-]C(C(F)(F)F)=O	trifluoroacetate		[O-]C(=O)C(F)(F)F	[O-]C(=O)C(F)(F)F	[O-]C(=O)C(F)(F)F	C2F3O2	113.0154		
from NCGCCanonicalForm.java	OCCN(CCO)CCO	triethanolamine		OCCN(CCO)CCO	OCCN(CCO)CCO	OCCN(CCO)CCO	C6H15NO3	149.1882		
from NCGCCanonicalForm.java	OCCN(CCO)CCO	2,2,2-nitrilotriethanol		OCCN(CCO)CCO	OCCN(CCO)CCO	OCCN(CCO)CCO	C6H15NO3	149.1882		
from NCGCCanonicalForm.java	Oc1c(c2ccc1C(=O)[O-])cccc2	1-hydroxy-2-naphthoate		Oc1c(ccc2ccccc12)C(=O)[O-]	Oc1c(ccc2ccccc12)C(=O)[O-]	Oc1c(ccc2ccccc12)C(=O)[O-]	C11H7O3	187.17148		
Schrodinger anionic salt	O=C(O)C	# Acetic acid		CC(=O)O	CC(=O)O	CC(=O)O	C2H4O2	60.05196		
Schrodinger anionic salt	[O-]C(C)=O	# Acetic acid		CC(=O)[O-]	CC(=O)[O-]	CC(=O)[O-]	C2H3O2	59.04402		
Schrodinger anionic salt	O=C(C)Oc1c(C(O)=O)cccc1	# 2-Acetoxybenzoic acid*		CC(=O)Oc1ccccc1C(=O)O	CC(=O)Oc1ccccc1C(=O)O	CC(=O)Oc1ccccc1C(=O)O	C9H8O4	180.15742		
Schrodinger anionic salt	O=C(C1(C2)CC(CC23)CC(C3)C1)O	# Adamantanecarboxylic acid		OC(=O)C12CC3CC(CC(C3)C1)C2	OC(=O)C12CC3CC(CC(C3)C1)C2	OC(=O)C12CC3CC(CC(C3)C1)C2	C11H16O2	180.24354		
Schrodinger anionic salt	O=C(CCCCC(O)=O)O	# Adipic acid		OC(=O)CCCCC(=O)O	OC(=O)CCCCC(=O)O	OC(=O)CCCCC(=O)O	C6H10O4	146.1412		
Schrodinger anionic salt	O=C(c1c(O)cc(N)cc1)O	# 4-Aminosalicylic acid*		Nc1ccc(C(=O)O)c(O)c1	Nc1ccc(C(=O)O)c(O)c1	Nc1ccc(C(=O)O)c(O)c1	C7H7NO3	153.13538		
Schrodinger anionic salt	OCC(C1C(=C(O)C(=O)O1)O)O	# Ascorbic acid		OCC(O)C1OC(=O)C(=C1O)O	OCC(O)C1OC(=C(O)C1=O)O	OCC(O)C1OC(=C(O)C1=O)O	C6H8O6	176.12412	Yes	2
Schrodinger anionic salt	O=C(CC(C(O)=O)N)O	# Aspartic acid*		NC(CC(=O)O)C(=O)O	NC(CC(=O)O)C(=O)O	NC(CC(=O)O)C(=O)O	C4H7NO4	133.10268		
Schrodinger anionic salt	O=C(CCCCCCCC(O)=O)O	# Azelaic acid*		OC(=O)CCCCCCCC(=O)O	OC(=O)CCCCCCCC(=O)O	OC(=O)CCCCCCCC(=O)O	C9H16O4	188.22094		
Schrodinger anionic salt	O=S(c1ccccc1)(O)=O	# Benzenesulfonic acid		OS(=O)(=O)c1ccccc1	OS(=O)(=O)c1ccccc1	OS(=O)(=O)c1ccccc1	C6H6O3S	158.17504		
Schrodinger anionic salt	[O-]S(c1ccccc1)(=O)=O	# Benzenesulfonic acid		[O-]S(=O)(=O)c1ccccc1	[O-]S(=O)(=O)c1ccccc1	[O-]S(=O)(=O)c1ccccc1	C6H5O3S	157.16709		
Schrodinger anionic salt	O=C(c1ccccc1)O	# Benzoic acid		OC(=O)c1ccccc1	OC(=O)c1ccccc1	OC(=O)c1ccccc1	C7H6O2	122.12134		
Schrodinger anionic salt	[O-]C(c1ccccc1)=O	# Benzoic acid		[O-]C(=O)c1ccccc1	[O-]C(=O)c1ccccc1	[O-]C(=O)c1ccccc1	C7H5O2	121.1134		
Schrodinger anionic salt	[O-]C(C(C)C)=O	# Butyric acid		CC(C)C(=O)[O-]	CC(C)C(=O)[O-]	CC(C)C(=O)[O-]	C4H7O2	87.09718		
Schrodinger anionic salt	O=C(O)[O-]	# Carbonate		OC(=O)[O-]	OC(=O)[O-]	OC(=O)[O-]	CHO3	61.01684	Yes	2
Schrodinger anionic salt	OC(O)=O	# Carbonate		OC(=O)O	OC(=O)O	OC(=O)O	CH2O3	62.02478	Yes	3
Schrodinger anionic salt	[O-]C(=O)[O-]	# Carbonate		[O-]C(=O)[O-]	[O-]C(=O)[O-]	[O-]C(=O)[O-]	CO3	60.0089		
Schrodinger anionic salt	O=C(\C=C\c1ccccc1)O	# Cinnamic acid*		OC(=O)\C=C\c1ccccc1	OC(=O)\C=C\c1ccccc1	OC(=O)C=Cc1ccccc1	C9H8O2	148.15862		
Schrodinger anionic salt	O=C(CC(CC(O)=O)(C(O)=O)O)O	# Citric acid		OC(=O)CC(O)(CC(=O)O)C(=O)O	OC(=O)CC(O)(CC(=O)O)C(=O)O	OC(=O)CC(O)(CC(=O)O)C(=O)O	C6H8O7	192.12352		
Schrodinger anionic salt	O=C(C1CCCCC1)O	# Cyclohexancarboxylic acid*		OC(=O)C1CCCCC1	OC(=O)C1CCCCC1	OC(=O)C1CCCCC1	C7H12O2	128.16897		
Schrodinger anionic salt	O=C(CCCCCCCCC)O	# Decanoic acid*		CCCCCCCCCC(=O)O	CCCCCCCCCC(=O)O	CCCCCCCCCC(=O)O	C10H20O2	172.2646		
Schrodinger anionic salt	O=C(CCCCCCCCCCC)O	# Dodecanoic acid*		CCCCCCCCCCCC(=O)O	CCCCCCCCCCCC(=O)O	CCCCCCCCCCCC(=O)O	C12H24O2	200.31776		
Schrodinger anionic salt	O=S(O)(OCCCCCCCCCCCC)=O	# Dodecylsulfuric acid*		CCCCCCCCCCCCOS(=O)(=O)O	CCCCCCCCCCCCOS(=O)(=O)O	CCCCCCCCCCCCOS(=O)(=O)O	C12H26O4S	266.39744		
Schrodinger anionic salt	O=S(CCS(=O)(=O)O)(O)=O	# Ethane-1,2-disulfonic acid*		OS(=O)(=O)CCS(=O)(=O)O	OS(=O)(=O)CCS(=O)(=O)O	OS(=O)(=O)CCS(=O)(=O)O	C2H6O6S2	190.19544		
Schrodinger anionic salt	CCOS(=O)(=O)[O-]	# Ethylsulfuric acid		CCOS(=O)(=O)[O-]	CCOS(=O)(=O)[O-]	CCOS(=O)(=O)[O-]	C2H5O4S	125.12369		
Schrodinger anionic salt	CCOS(O)(=O)=O	# Ethylsulfuric acid		CCOS(=O)(=O)O	CCOS(=O)(=O)O	CCOS(=O)(=O)O	C2H6O4S	126.13163		
Schrodinger anionic salt	CCO[S+](=O)([O-])[O-]	# Ethylsulfuric acid		CCO[S+](=O)([O-])[O-]	CCO[S+](=O)([O-])[O-]	CCO[S+](=O)([O-])[O-]	C2H5O4S	125.12369		
Schrodinger anionic salt	O=C[O-]	# Formic acid		[O-]C=O	[O-]C=O	[O-]C=O	CHO2	45.01744		
Schrodinger anionic salt	OC=O	# Formic acid		OC=O	OC=O	OC=O	CH2O2	46.02538		
Schrodinger anionic salt	O=C(\C=C\C(O)=O)O	# Fumaric acid		OC(=O)\C=C\C(=O)O	OC(=O)\C=C\C(=O)O	OC(=O)C=CC(=O)O	C4H4O4	116.07216		
Schrodinger anionic salt	[O-]C(\C=C\C(O)=O)=O	# Fumaric acid		OC(=O)\C=C\C(=O)[O-]	OC(=O)\C=C\C(=O)[O-]	OC(=O)C=CC(=O)[O-]	C4H3O4	115.06422		
Schrodinger anionic salt	[O-]C(\C=C\C(=O)[O-])=O	# Fumaric acid		[O-]C(=O)\C=C\C(=O)[O-]	[O-]C(=O)\C=C\C(=O)[O-]	[O-]C(=O)C=CC(=O)[O-]	C4H2O4	114.05627		
Schrodinger anionic salt	[O-]C([C@@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)=O	# Gluconic acid		OC[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)[O-]	OC[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(=O)[O-]	OCC(O)C(O)C(O)C(O)C(=O)[O-]	C6H11O7	195.14734		
Schrodinger anionic salt	[O-]C([C@@H]([C@H]([C@H]([C@@H](CO)O)O)O)O)=O	# Gluconic acid		OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)[O-]	OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)[O-]	OCC(O)C(O)C(O)C(O)C(=O)[O-]	C6H11O7	195.14734		
Schrodinger anionic salt	O=C(CCC(C(O)=O)N)O	# Glutamic acid*		NC(CCC(=O)O)C(=O)O	NC(CCC(=O)O)C(=O)O	NC(CCC(=O)O)C(=O)O	C5H9NO4	147.12925		
Schrodinger anionic salt	O=C(CO)O	# Glycolic acid		OCC(=O)O	OCC(=O)O	OCC(=O)O	C2H4O3	76.05136		
Schrodinger anionic salt	[F-]	# Halogens		[F-]	[F-]	[F-]	F	18.9984		
Schrodinger anionic salt	[F-]	# Halogens		[F-]	[F-]	[F-]	F	18.9984		
Schrodinger anionic salt	[Cl-]	# Halogens		[Cl-]	[Cl-]	[Cl-]	Cl	35.453		
Schrodinger anionic salt	[Cl-]	# Halogens		[Cl-]	[Cl-]	[Cl-]	Cl	35.453		
Schrodinger anionic salt	[Br-]	# Halogens		[Br-]	[Br-]	[Br-]	Br	79.904		
Schrodinger anionic salt	[Br-]	# Halogens		[Br-]	[Br-]	[Br-]	Br	79.904		
Schrodinger anionic salt	[I-]	# Halogens		[I-]	[I-]	[I-]	I	126.90447		
Schrodinger anionic salt	[I-]	# Halogens		[I-]	[I-]	[I-]	I	126.90447		
Schrodinger anionic salt	O=S(CCO)(O)=O	# 2-Hydroxyethanesulfonic acid		OCCS(=O)(=O)O	OCCS(=O)(=O)O	OCCS(=O)(=O)O	C2H6O4S	126.13163		
Schrodinger anionic salt	OC(\C=C(/C(=O)O)\O)=O	# Hydroxymaleic acid*		OC(=O)\C=C(\O)/C(=O)O	OC(=O)\C=C(\O)/C(=O)O	OC(=O)C=C(O)C(=O)O	C4H4O5	132.07156		
Schrodinger anionic salt	[O-]C(c1ccncc1)=O	# Isonicotinic acid		[O-]C(=O)c1ccncc1	[O-]C(=O)c1ccncc1	[O-]C(=O)c1ccncc1	C6H4NO2	122.10146		
Schrodinger anionic salt	O=C(C(O)C)O	# Lactic acid		CC(O)C(=O)O	CC(O)C(=O)O	CC(O)C(=O)O	C3H6O3	90.07794		
Schrodinger anionic salt	[O-]C([C@@H](O)C)=O	# Lactic acid		C[C@H](O)C(=O)[O-]	C[C@H](O)C(=O)[O-]	CC(O)C(=O)[O-]	C3H5O3	89.07		
Schrodinger anionic salt	[O-]C([C@H](O)C)=O	# Lactic acid		C[C@@H](O)C(=O)[O-]	C[C@@H](O)C(=O)[O-]	CC(O)C(=O)[O-]	C3H5O3	89.07		
Schrodinger anionic salt	O=C(\C=C/C(O)=O)O	# Maleic acid		OC(=O)\C=C/C(=O)O	OC(=O)\C=C/C(=O)O	OC(=O)C=CC(=O)O	C4H4O4	116.07216		
Schrodinger anionic salt	[O-]C(CC(C(O)=O)O)=O	# Malic acid		OC(CC(=O)[O-])C(=O)O	OC(CC(=O)[O-])C(=O)O	OC(CC(=O)[O-])C(=O)O	C4H5O5	133.0795		
Schrodinger anionic salt	[O-]C(C(CC(O)=O)O)=O	# Malic acid		OC(CC(=O)O)C(=O)[O-]	OC(CC(=O)O)C(=O)[O-]	OC(CC(=O)O)C(=O)[O-]	C4H5O5	133.0795		
Schrodinger anionic salt	O=C([C@H](CC(O)=O)O)O	# Malic acid		O[C@@H](CC(=O)O)C(=O)O	O[C@@H](CC(=O)O)C(=O)O	OC(CC(=O)O)C(=O)O	C4H6O5	134.08743		
Schrodinger anionic salt	[O-]C(CC(O)=O)=O	# Malonic acid		OC(=O)CC(=O)[O-]	OC(=O)CC(=O)[O-]	OC(=O)CC(=O)[O-]	C3H3O4	103.05352		
Schrodinger anionic salt	O=C(CC(O)=O)O	# Malonic acid		OC(=O)CC(=O)O	OC(=O)CC(=O)O	OC(=O)CC(=O)O	C3H4O4	104.06146		
Schrodinger anionic salt	O=C(C(c1ccccc1)O)O	# Mandelic acid*		OC(C(=O)O)c1ccccc1	OC(C(=O)O)c1ccccc1	OC(C(=O)O)c1ccccc1	C8H8O3	152.14732		
Schrodinger anionic salt	Cc1cc(C)cc(C)c1S(O)(=O)=O	# Mesitylenesulfonic acid		Cc1cc(C)c(c(C)c1)S(=O)(=O)O	Cc1cc(C)c(c(C)c1)S(=O)(=O)O	Cc1cc(C)c(c(C)c1)S(=O)(=O)O	C9H12O3S	200.25477		
Schrodinger anionic salt	CS(O)(=O)=O	# Methansulfonic acid		CS(=O)(=O)O	CS(=O)(=O)O	CS(=O)(=O)O	CH4O3S	96.10566		
Schrodinger anionic salt	CS(=O)(=O)[O-]	# Methansulfonic acid << NOT VALID RDKit mol		CS(=O)(=O)[O-]	CS(=O)(=O)[O-]	CS(=O)(=O)[O-]	CH3O3S	95.09772		
Schrodinger anionic salt	CS(=O)(=O)[O-]	# Methansulfonic acid		CS(=O)(=O)[O-]	CS(=O)(=O)[O-]	CS(=O)(=O)[O-]	CH3O3S	95.09772		
Schrodinger anionic salt	O=S(c1c(C)cccc1)(O)=O	# 2-Methylbenzenesulfonic		Cc1ccccc1S(=O)(=O)O	Cc1ccccc1S(=O)(=O)O	Cc1ccccc1S(=O)(=O)O	C7H8O3S	172.20162		
Schrodinger anionic salt	O=S(c1cc(C)ccc1)(O)=O	# 3-Methylbenzenesulfonic acid*		Cc1cccc(c1)S(=O)(=O)O	Cc1cccc(c1)S(=O)(=O)O	Cc1cccc(c1)S(=O)(=O)O	C7H8O3S	172.20162		
Schrodinger anionic salt	O=C(\C=C(\C)/C(O)=O)O	# Methylmaleic acid*		C\C(=C\C(=O)O)\C(=O)O	C\C(=C\C(=O)O)\C(=O)O	CC(=CC(=O)O)C(=O)O	C5H6O4	130.09874		
Schrodinger anionic salt	COS(=O)(=O)[O-]	# Methylsulfuric acid		COS(=O)(=O)[O-]	COS(=O)(=O)[O-]	COS(=O)(=O)[O-]	CH3O4S	111.09711		
Schrodinger anionic salt	COS(O)(=O)=O	# Methylsulfuric acid		COS(=O)(=O)O	COS(=O)(=O)O	COS(=O)(=O)O	CH4O4S	112.10506		
Schrodinger anionic salt	O=S(c1c2c(c(S(O)(=O)=O)ccc2)ccc1)(O)=O	# 1,5-Naphthalene-disulfonic acid*		OS(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)O	OS(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)O	OS(=O)(=O)c1cccc2c(cccc12)S(=O)(=O)O	C10H8O6S2	288.29692		
Schrodinger anionic salt	c1c(cc(S(=O)(=O)[O-])cc2)c2ccc1	# 2-Naphthalenesulfonic acid		[O-]S(=O)(=O)c1ccc2ccccc2c1	[O-]S(=O)(=O)c1ccc2ccccc2c1	[O-]S(=O)(=O)c1ccc2ccccc2c1	C10H7O3S	207.22578		
Schrodinger anionic salt	O=S(NC1CCCCC1)(O)=O	# N-cyclohexylsulfamic acid*		OS(=O)(=O)NC1CCCCC1	OS(=O)(=O)NC1CCCCC1	OS(=O)(=O)NC1CCCCC1	C6H13NO3S	179.23732		
Schrodinger anionic salt	O=S(NCC)(O)=O	# N-ethylsulfamic acid*		CCNS(=O)(=O)O	CCNS(=O)(=O)O	CCNS(=O)(=O)O	C2H7NO3S	125.14688		
Schrodinger anionic salt	[O-]C(c1cnccc1)=O	# Nicotinic acid*		[O-]C(=O)c1cccnc1	[O-]C(=O)c1cccnc1	[O-]C(=O)c1cccnc1	C6H4NO2	122.10146		
Schrodinger anionic salt	O=C(c1cnccc1)O	# Nicotinic acid*		OC(=O)c1cccnc1	OC(=O)c1cccnc1	OC(=O)c1cccnc1	C6H5NO2	123.1094		
Schrodinger anionic salt	O=[N+](O)[O-]	# Nitrate		O[N+](=O)[O-]	O[N+](=O)[O-]	O[N+](=O)[O-]	HNO3	63.01284	Yes	2
Schrodinger anionic salt	[O-][N+](O)=O	# Nitrate		O[N+](=O)[O-]	O[N+](=O)[O-]	O[N+](=O)[O-]	HNO3	63.01284	Yes	2
Schrodinger anionic salt	[O-][N+](=O)[O-]	# Nitrate		[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	NO3	62.0049		
Schrodinger anionic salt	[O-][N+](=O)[O-]	# Nitrate		[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	[O-][N+](=O)[O-]	NO3	62.0049		
Schrodinger anionic salt	O=S(NC)(O)=O	# N-methylsulfamic acid*		CNS(=O)(=O)O	CNS(=O)(=O)O	CNS(=O)(=O)O	CH5NO3S	111.1203		
Schrodinger anionic salt	O=C(c1c(Oc2ccccc2)cccc1)O	# 2-Phenoxybenzoic acid*		OC(=O)c1ccccc1Oc2ccccc2	OC(=O)c1ccccc1Oc2ccccc2	OC(=O)c1ccccc1Oc2ccccc2	C13H10O3	214.2167		
Schrodinger anionic salt	O=C(CCCCCCC)O	# Octanoic acid		CCCCCCCC(=O)O	CCCCCCCC(=O)O	CCCCCCCC(=O)O	C8H16O2	144.21143		
Schrodinger anionic salt	[O-]C(C(NC(=O)NC1=O)=C1)=O	# Orotic acid		[O-]C(=O)C1=CC(=O)NC(=O)N1	Oc1cc(nc(O)n1)C(=O)[O-]	Oc1cc(nc(O)n1)C(=O)[O-]	C5H3N2O4	155.08831	Yes	6
Schrodinger anionic salt	O=C(C(NC(=O)NC1=O)=C1)O	# Orotic acid		OC(=O)C1=CC(=O)NC(=O)N1	OC(=O)c1cc(O)nc(O)n1	OC(=O)c1cc(O)nc(O)n1	C5H4N2O4	156.09625	Yes	6
Schrodinger anionic salt	O=C1NC(=O)NC(C(O)=O)C1	# Orotic acid		OC(=O)C1CC(=O)NC(=O)N1	OC(=O)C1CC(=O)NC(=O)N1	OC(=O)C1CC(=O)NC(=O)N1	C5H6N2O4	158.11213	Yes	3
Schrodinger anionic salt	O=C(C(O)=O)O	# Oxalic acid		OC(=O)C(=O)O	OC(=O)C(=O)O	OC(=O)C(=O)O	C2H2O4	90.03488		
Schrodinger anionic salt	[O-]C(C(O)=O)=O	# Oxalic acid		OC(=O)C(=O)[O-]	OC(=O)C(=O)[O-]	OC(=O)C(=O)[O-]	C2HO4	89.02694		
Schrodinger anionic salt	[O-]C(C(=O)[O-])=O	# Oxalic acid		[O-]C(=O)C(=O)[O-]	[O-]C(=O)C(=O)[O-]	[O-]C(=O)C(=O)[O-]	C2O4	88.019		
Schrodinger anionic salt	O=C(C(CCC(O)=O)=O)O	# Oxoglutaric acid		OC(=O)CCC(=O)C(=O)O	OC(=O)CCC(=O)C(=O)O	OC(=O)CCC(=O)C(=O)O	C5H6O5	146.09814		
Schrodinger anionic salt	[O-]Cl(=O)(=O)=O	# Perchlorate		[O-]Cl(=O)(=O)=O	[O-]Cl(=O)(=O)=O	[O-]Cl(=O)(=O)=O	ClO4	99.4506		
Schrodinger anionic salt	O=Cl(O)(=O)=O	# Perchlorate		OCl(=O)(=O)=O	OCl(=O)(=O)=O	OCl(=O)(=O)=O	ClHO4	100.45854		
Schrodinger anionic salt	[O-]Cl(=O)(=O)=O	# Perchlorate << NOT VALID RDKit mol		[O-]Cl(=O)(=O)=O	[O-]Cl(=O)(=O)=O	[O-]Cl(=O)(=O)=O	ClO4	99.4506		
