NSC	MF	MW	RS3_MF	RS3_MW	RS3_Num_Atoms	RS3_Num_Fragments	ERROR_MSG	Alt_MF	Alt_MW	Alt_Num_Atoms	Alt_Num_Fragments
320906	C19H22N2O2.ClH	347	C19H22N2O2	310.39018	23	1		C19H23ClN2O2	346.85112	24	2
321191	C6H12Cl2NO2PdS.H	341	C6H13Cl2NO2PdS	340.56392	13	1		C6H13Cl2NO2PdS	340.56391	13	1
321192	C6H12Br2NO2PdS.H	429	C6H13Br2NO2PdS	429.46592	13	1		C6H13Br2NO2PdS	429.46591	13	1
321522	C12H30AuP2.Cl	469	C12H32AuP2	435.29655	15	1		C12H32AuClP2	470.74955	16	2
321796	C27H29NO11.Al3Cl10.H	980	C27H29NO11	543.51925	39	1		C27H29NO11	543.51925	39	1
322769	C32H72N4P.Cl	579	C32H73N4P	544.92258	37	1		C32H73ClN4P	580.37558	38	2
322838	C28H34N2O3.ClH	483	C28H34N2O3	446.58115	33	1		C28H35ClN2O3	483.04209	34	2
323540	C15H19N4S.Cl	323	C15H19N4S	287.40316	20	1		C15H19ClN4S	323.8641	21	2
323892	C25H15N2O4.Na	430	C25H16N2O4	408.40554	31	1		C25H16N2NaO4	431.39531	32	2
323893	C19H13N4O10.Na	480	C19H14N4O10	458.33525	33	1		C19H14N4NaO10	481.32502	34	2
323894	C19H11N2O8.2Na.Na	464	C19H12N2O8	396.30717	29	1		C19H12N2Na2O8	442.28672	31	3
323895	C19H15N2O6.Na	390	C19H16N2O6	368.34013	27	1		C19H16N2NaO6	391.32991	28	2
323896	C17H9N4O8.Na	420	C17H10N4O8	398.2833	29	1		C17H10N4NaO8	421.27307	30	2
323897	C17H7Cl4N2O4.Na	468	C17H8Cl4N2O4	446.06842	27	1		C17H8Cl4N2NaO4	469.05819	28	2
323898	C17H11N2O4.Na	330	C17H12N2O4	308.28818	23	1		C17H12N2NaO4	331.27795	24	2
323899	C17H9N4O8.Na	420	C17H10N4O8	398.28329	29	1		C17H10N4NaO8	421.27306	30	2
323900	C25H15N2O4.Na	430	C25H16N2O4	408.40554	31	1		C25H16N2NaO4	431.39531	32	2
323901	C21H15N2O6.Na	414	C21H16N2O6	392.36153	29	1		C21H16N2NaO6	415.3513	30	2
323902	C5H2N2O4.2Na	200	C5H3N2O4	155.08831	11	1		C5H4N2NaO4	179.08602	12	2
323903	C17H11N2O6.2Na.Na	408	C17H12N2O6	340.28698	25	1		C17H12N2Na2O6	386.26652	27	3
323904	C19H15N2O4.Na	358	C19H16N2O4	336.34134	25	1		C19H16N2NaO4	359.33111	26	2
323905	C13H10NO4.Na	267	C13H11NO4	245.23074	18	1		C13H11NNaO4	268.22051	19	2
323906	C14H12NO5.Na	297	C14H13NO5	275.25672	20	1		C14H13NNaO5	298.24649	21	2
323907	C12H7ClNO4.Na	288	C12H8ClNO4	265.64922	18	1		C12H8ClNNaO4	288.63899	19	2
323908	C14H12NO6.Na	313	C14H13NO6	291.25611	21	1		C14H13NNaO6	314.24588	22	2
323909	C13H10NO5.Na	283	C13H11NO5	261.23014	19	1		C13H11NNaO5	284.21991	20	2
323910	C13H10NO5.Na	283	C13H11NO5	261.23014	19	1		C13H11NNaO5	284.21991	20	2
323911	C13H10NO5.Na.Na	306	C13H11NO5	261.23014	19	1		C13H11NNa2O5	307.20968	21	3
323913	C14H12NO4.Na	281	C14H13NO4	259.25732	19	1		C14H13NNaO4	282.24709	20	2
323914	C21H19N2O8.Na	450	C21H20N2O8	428.39209	31	1		C21H20N2NaO8	451.38186	32	2
323926	C16H27N3OS.K	349	C16H27N3OS	309.47008	21	1		C16H27KN3OS	348.56838	22	2
323962	C14H11ClNO6.Na	348	C14H12ClNO6	325.70117	22	1		C14H12ClNNaO6	348.69095	23	2
323963	C13H10NO4.Na	267	C13H11NO4	245.23074	18	1		C13H11NNaO4	268.22051	19	2
323964	C23H23N2O8.Na	478	C23H24N2O8	456.44525	33	1		C23H24N2NaO8	479.43502	34	2
324095	C18H19N.ClH	286	C18H19N	249.35016	19	1		C18H20ClN	285.8111	20	2
324387	C8H7Cl4Cr2O9.3H	496	C8H9Cl4Cr2O9	494.95586	23	1		C8H9Cl4Cr2O9	494.95585	23	1
324388	C10H3Cl4Cr2O9.3H	516	C10H5Cl4Cr2O9	514.94549	25	1		C10H5Cl4Cr2O9	514.94549	25	1
324389	C54H45O4P3PtS.2H	1080	C54H49O4P3PtS	1082.02874	63	1		C54H49O4P3PtS	1082.02874	63	1
324492	C15H18N7O4.Br	440	C15H18N7O4	360.34792	26	1		C15H18BrN7O4	441.25986	27	2
324570	C56H68CuN16S4.4Cl	1299	C38H30CuN10R#S	722.32279	51	2		C38H30*ClCuN10S	760.79962	52	3
324571	C16H10ClCrN4O9S2.2Na	600	C16H13ClCrN4O9S2	556.87491	33	1		C16H13ClCrN4NaO9S2	580.87262	34	2
324691	C16H20N2.HNO3	303	C16H27N3O3R#	309.40387	23	2		C16H22*N3O3	304.36417	23	3
324761	C28H12AlCl2F6N2O14S.H	845	C28H13AlCl2F6N2O14S	845.35077	54	1		C28H13AlCl2F6N2O14S	845.35077	54	1
324980	C35H28N6O10S3.2Na	835	C35H28N6O10S3	788.82602	54	1		C35H28N6NaO10S3	811.81579	55	2
325048	C6H7N5O2.ClH	218	C6H7N5O2	181.15207	13	1		C6H8ClN5O2	217.61301	14	2
325142	C16H23N3.ClH	294	C16H23N3	257.37392	19	1		C16H24ClN3	293.83486	20	2
325314	C54H80CuN19O20S2.2ClH	1516	C54H83CuN19O20S2	1446.02811	96	1		C54H79ClCuN19O20S2	1479.46523	97	2
325609	C31H35BrN3O4.Cl	629	C31H35BrN3O4	593.53129	39	1		C31H35BrClN3O4	629.99223	40	2
325686	C42H72N2S2.2Br	829	C42H82N2S2	679.24388	46	1		C42H72BrN2S2	751.08436	47	2
326062	C17H23NOS2.ClH	358	C17H23NOS2	321.50061	21	1		C17H24ClNOS2	357.96155	22	2
326063	C17H23NS2.ClH	342	C17H23NS2	305.50121	20	1		C17H24ClNS2	341.96216	21	2
326066	C18H24ClNS2.ClH	390	C18H24ClNS2	353.97285	22	1		C18H25Cl2NS2	390.43379	23	2
326123	C20H31Cl2NOS.ClH	441	C20H31Cl2NOS	404.43723	25	1		C20H32Cl3NOS	440.89818	26	2
326201	C28H24Cl2N10O8Zn.2Cl	836	C28H24Cl2N10O8Zn	764.86736	49	1		C28H24Cl3N10O8Zn	804.35212	50	2
326204	C16H11CrN4O8S.Na	494	C16H13CrN4O8S	473.35751	30	1		C16H13CrN4NaO8S	497.35522	31	2
326205	C32H20CrN10O14S2.H.2Na	932	C32H24CrN10O14S2	888.71766	59	1		C32H24CrN10NaO14S2	913.72331	60	2
326206	C32H18Cl2CrN8O16S4.H.4Na	1115	C32H24Cl2CrN8O16S4	1027.73906	63	1		C32H24Cl2CrN8NaO16S4	1052.74471	64	2
326244	C28H20Cl6N10O8Zn.2Cl	974	C28H20Cl6N10O8Zn	902.6476	53	1		C28H20Cl7N10O8Zn	942.13236	54	2
326315	C6H4Br2N2O2.Li	303	C6H4Br2N2O2	295.91616	12	1		C6H4Br2LiN2O2	302.85715	13	2
326634	C28H24Cl2N10O8Zn.2Cl	836	C28H24Cl2N10O8Zn	764.86736	49	1		C28H24Cl3N10O8Zn	804.35212	50	2
326636	C16H11CrN4O8S.Na	494	C16H13CrN4O8S	473.35751	30	1		C16H13CrN4NaO8S	497.35522	31	2
326638	C28H20Cl6N10O8Zn.2Cl	974	C28H20Cl6N10O8Zn	902.6476	53	1		C28H20Cl7N10O8Zn	942.13236	54	2
327470	C14H27NO6.ClH	342	C14H27NO6	305.36728	21	1		C14H28ClNO6	341.82822	22	2
327474	C77H89N19O21S5.Na	1800	C77H89N19O21S5	1776.97025	122	1		C77H89N19NaO21S5	1799.96002	123	2
327485	C5H9N3O.Cl	163	C5H9N3O	127.14446	9	1		C5H10ClN3O	163.6054	10	2
327855	C28H25N2OSSe.I	643	C28H25N2OSSe	516.53589	33	1		C28H25IN2OSSe	644.44831	34	2
327873	C28H22N2O10S2.2Na	657	C28H22N2O10S2	610.61167	42	1		C28H22N2NaO10S2	633.60145	43	2
328005	C12H20N3O8PPt.2H	562	C12H20N3O8PPt	560.35426	25	1		C12H20N3O8PPt	560.35426	25	1
328045	C21H24N4.2ClH	405	C21H24N4	332.44206	25	1		C21H25ClN4	368.903	26	2
328382	C47H49N3O7S2.Na	855	C47H50N3O7S2	833.0458	59	1		C47H50N3NaO7S2	857.04351	60	2
328531	C14H9N3O2S2.BrH	396	C14H9N3O2S2	315.37016	21	1		C14H10BrN3O2S2	396.2821	22	2
328567	C23H21N5O4.2Li	445	C23H21N5O4	431.44394	32	1		C23H21LiN5O4	438.38493	33	2
328625	C7H14Cl3N2Pt.H	429	C7H13Cl3N2Pt	426.62851	13	1		C7H13Cl3N2Pt	426.62851	13	1
328757	C14H24O4.2Na	302	C14H24O4	256.33796	18	1		C14H24NaO4	279.32773	19	2
328765	C3H3I3O3S.Na	523	C3H3I3O3S	499.83253	10	1		C3H3I3NaO3S	522.82229	11	2
328811	C4H12ClN2OPd.Cl	281	C4H9ClN2OPd	243.00006	9	1		C4H9Cl2N2OPd	278.45306	10	2
328850	C19H27N3O4.ClH	398	C19H28N3O4R#	362.44332	27	2		C19H29*ClN3O4	398.90426	28	3
328853	C13H19NO2.ClH	258	C13H19NO2	221.29546	16	1		C13H20ClNO2	257.7564	17	2
328854	C24H29ClN2O2.ClH	449	C24H29ClN2O2	412.95226	29	1		C24H30Cl2N2O2	449.4132	30	2
328861	C14H25N3OS.2ClH	356	C14H25N3OS	283.4328	19	1		C14H26ClN3OS	319.89373	20	2
329012	C8H24CoN6O6.I	486	C8H20CoN6O6	355.21419	21	1		C8H20CoIN6O6	482.11866	22	2
329016	C16H16Cl2N2O4Pt.2H	568	C16H16Cl2N2O4Pt	566.29323	25	1		C16H16Cl2N2O4Pt	566.29324	25	1
329017	C16H16Cl2N2O4Pd.2H	480	C16H16Cl2N2O4Pd	477.63524	25	1		C16H16Cl2N2O4Pd	477.63524	25	1
329940	C22H39ClN6O6.ClH	556	C22H39ClN6O6	519.03465	35	1		C22H40Cl2N6O6	555.49559	36	2
330474	C15H23NO.ClH	270	C15H23NO	233.34921	17	1		C15H24ClNO	269.81016	18	2
330482	C19H19NO.ClH	314	C19H19NO	277.36026	21	1		C19H20ClNO	313.8212	22	2
331111	C16H15N3O3S.Li	336	C16H15N3O3S	329.3736	23	1		C16H15LiN3O3S	336.3146	24	2
331623	C8H11N2S2.K	238	C8H12N2S2	200.32428	12	1		C8H12KN2S2	239.42258	13	2
331737	C12H15N5O2.FH	281	C12H15N5O2	261.2798	19	1		C12H16FN5O2	281.28614	20	2
331744	C15H12Cl3N5.ClH	405	C15H12Cl3N5	368.64827	23	1		C15H13Cl4N5	405.10922	24	2
331979	C15H19ClN2OS.BrH	392	C15H19ClN2OS	310.84216	20	1		C15H20BrClN2OS	391.7541	21	2
332130	C20H23N3O3S.HI	513	C20H23N3O3S	385.47991	27	1		C20H24IN3O3S	513.39232	28	2
332204	C12H14N4O.2ClH	303	C12H14N4O	230.26575	17	1		C12H15ClN4O	266.7267	18	2
332281	C27H34N2O2.2ClH	492	C27H34N2O2	418.57106	31	1		C27H35ClN2O2	455.032	32	2
332282	C39H42N2O3.ClH	623	C39H42N2O3	586.76238	44	1		C39H43ClN2O3	623.22331	45	2
332298	C24H26O2P.Cl	413	C24H27O2P	378.44374	27	1		C24H27ClO2P	413.89674	28	2
332525	C16H19NOS2.ClH	342	C16H19NOS2	305.45815	20	1		C16H20ClNOS2	341.9191	21	2
332601	C27H48N3O8P.Na	597	C27H48N3O8P	573.65908	39	1		C27H48N3NaO8P	596.64885	40	2
332610	C18H24N2.ClH	305	C18H24N2	268.39656	20	1		C18H25ClN2	304.8575	21	2
332766	C21H24N2O3.ClH	389	C21H24N2O3	352.42686	26	1		C21H25ClN2O3	388.8878	27	2
332767	C25H33N2O3.Br	489	C25H33N2O3	409.54112	30	1		C25H33BrN2O3	490.45305	31	2
332768	C22H26N2O4.ClH	419	C22H26N2O4	382.45284	28	1		C22H27ClN2O4	418.91378	29	2
332786	C18H18O3.Li	289	C18H18O3	282.33372	21	1		C18H18LiO3	289.27472	22	2
332807	C11H11NOS.ClH	242	C11H11NOS	205.27614	14	1		C11H12ClNOS	241.73708	15	2
333041	C13H16N2.ClH	237	C13H16N2	200.27954	15	1		C13H17ClN2	236.74048	16	2
333810	C15H20N2O3.ClH	313	C15H20N2O3	276.3309	20	1		C15H21ClN2O3	312.79184	21	2
333840	C27H29NO10.ClH	564	C27H29NO10	527.51985	38	1		C27H30ClNO10	563.98079	39	2
334056	C22H24ClN3OS.2ClH	487	C22H24ClN3OS	413.96345	28	1		C22H25Cl2N3OS	450.42439	29	2
334147	C10H13ClN4.BrH	306	C10H13ClN4	224.69001	15	1		C10H14BrClN4	305.60196	16	2
334223	C34H30Cl2GeN4O4.2Na	833	C34H32Cl2GeN4O4	704.18828	45	1		C34H32Cl2GeN4NaO4	729.19393	46	2
334348	C6H7N3O5.2Na	247	C6H9N3O5	203.15276	14	1		C6H9N3NaO5	226.14253	15	2
334363	C11H22N4O4.ClH	311	C11H22N4O4	274.31678	19	1		C11H23ClN4O4	310.77772	20	2
334389	C34H32GeN4O6.2Na	796	C34H34GeN4O6	667.29696	45	1		C34H34GeN4NaO6	692.30261	46	2
334491	C26H31N3.2ClH	458	C26H31N3	385.54443	29	1		C26H32ClN3	422.00538	30	2
334518	C19H21Cl2N3.2ClH	435	C19H21Cl2N3	362.29614	24	1		C19H22Cl3N3	398.75707	25	2
334528	C42H41N7.5ClH	826	C42H41N7	643.82183	49	1		C42H42ClN7	680.28278	50	2
334534	C24H27N3O.2ClH	446	C24H27N3O	373.49068	28	1		C24H28ClN3O	409.95162	29	2
334553	C28H35N3.2ClH	487	C28H35N3	413.59759	31	1		C28H36ClN3	450.05853	32	2
334574	C22H27Cl2N3O.2ClH	493	C22H27Cl2N3O	420.37527	28	1		C22H28Cl3N3O	456.83621	29	2
334577	C25H26ClN3O5.2ClH	557	C25H26ClN3O5	483.94403	34	1		C25H27Cl2N3O5	520.40497	35	2
334581	C30H35Cl2N3O2.2ClH	613	C30H35Cl2N3O2	540.52379	37	1		C30H36Cl3N3O2	576.98473	38	2
334584	C22H27ClN2O2.ClH	423	C22H27ClN2O2	386.91497	27	1		C22H28Cl2N2O2	423.37591	28	2
334587	C21H23Cl2N3O.2ClH	477	C21H23Cl2N3O	404.33281	27	1		C21H24Cl3N3O	440.79375	28	2
334592	C19H22ClN3O3.2ClH	449	C19H22ClN3O3	375.84928	26	1		C19H23Cl2N3O3	412.31021	27	2
334599	C21H16Cl2N2O.ClH	420	C21H16Cl2N2O	383.27053	26	1		C21H17Cl3N2O	419.73148	27	2
334609	C28H27N3O3.2ClH	526	C28H27N3O3	453.53227	34	1		C28H28ClN3O3	489.99321	35	2
334612	C21H26ClN3O2.2ClH	461	C21H26ClN3O2	387.90304	27	1		C21H27Cl2N3O2	424.36398	28	2
334615	C19H23ClN4O.2ClH	432	C19H23ClN4O	358.86511	25	1		C19H24Cl2N4O	395.32605	26	2
334640	C27H25N3O7S2.Na	591	C27H25N3O7S2	567.63329	39	1		C27H25N3NaO7S2	590.62307	40	2
334647	C5H7ClN2.ClH	167	C5H7ClN2	130.57548	8	1		C5H8Cl2N2	167.03642	9	2
335154	C48H54N6O2.2ClH.2Cl	891	C48H72N6O2	765.12428	56	1		C48H55Cl2N6O2	820.91118	58	3
335234	C56H104O12S4.4K	1254	C56H104O12S4	1097.67776	72	1		C56H104KO12S4	1136.77606	73	2
335483	C18H20Cl2NO5S.H	434	C18H22Cl2NO5S	435.34197	27	1		C18H22Cl2NO5S	435.34197	27	1
335488	C11H17NOS.ClH	248	C11H17NOS	211.32378	14	1		C11H18ClNOS	247.78472	15	2
335990	C23H30NO5.I	527	C23H30NO5	400.488	29	1		C23H30INO5	528.40041	30	2
336227	C11H12N4O3.C8H8N4O2	440	C19H24N8O5R#	444.44446	33	2		C19H25*N8O5	445.45239	33	3
336272	C10H20O4S.Na	259	C10H20O4S	236.3284	15	1		C10H20NaO4S	259.31817	16	2
336353	C18H21NO4.ClH	352	C18H21NO4	315.36364	23	1		C18H22ClNO4	351.82458	24	2
336357	C32H36N2O2.ClH	517	C32H36N2O2	480.64043	36	1		C32H37ClN2O2	517.10137	37	2
337250	C6H12F2N2O2.ClH	219	C6H12F2N2O2	182.16848	12	1		C6H13ClF2N2O2	218.62942	13	2
337254	C21H26N2O5S2.ClH	487	C21H26N2O5S2	450.57153	30	1		C21H27ClN2O5S2	487.03247	31	2
337306	C17H20Cl3N2PtS.H	587	C17H21Cl3N2PtS	586.86404	24	1		C17H21Cl3N2PtS	586.86404	24	1
337307	C17H19Cl4N2PtS.H	621	C17H20Cl4N2PtS	621.3091	25	1		C17H20Cl4N2PtS	621.3091	25	1
337573	C21H26N2O5S2.ClH	487	C21H26N2O5S2	450.57153	30	1		C21H27ClN2O5S2	487.03247	31	2
337879	C10H18AuO4PS.2H	464	C10H19AuO4PS	463.26077	17	1		C10H19AuO4PS	463.26077	17	1
337886	C15H26N2O8.4Na	454	C15H26N2O8	362.37554	25	1		C15H26N2NaO8	385.36531	26	2
338239	C7HN4.K	180	C7H2N4	142.11757	11	1		C7H2KN4	181.21587	12	2
338280	C17H19ClN2O3.ClH	371	C17H19ClN2O3	334.79736	23	1		C17H20Cl2N2O3	371.2583	24	2
338282	C17H18Cl2N2O2.ClH	390	C17H18Cl2N2O2	353.24302	23	1		C17H19Cl3N2O2	389.70396	24	2
338302	C4H6Cl2GaN2O3.Na	294	C4H5Cl2GaN2O3	269.7231	12	1		C4H5Cl2GaN2NaO3	292.71287	13	2
338303	C6H12GaN2O3.Na	253	C6H11GaN2O3	228.88614	12	1		C6H11GaN2NaO3	251.8759	13	2
338475	C15H14NO.Br	304	C15H19NO	229.31746	17	1		C15H14BrNO	305.1897	18	2
338652	C3H6Cl2NO3Pd.Cs	414	C3H5Cl2NO3Pd	280.4027	10	1		C3H5Cl2CsNO3Pd	413.30814	11	2
338653	C4H7Cl2N2O3Pd.Cs	441	C4H6Cl2N2O3Pd	307.42804	12	1		C4H6Cl2CsN2O3Pd	440.33349	13	2
338768	C25H25N2Se2.I	638	C25H25N2Se2	511.3994	29	1		C25H25IN2Se2	639.3118	30	2
338844	C9H8Cl2N4S.BrH	356	C9H8Cl2N4S	275.15762	16	1		C9H9BrCl2N4S	356.06956	17	2
338870	C24H54N2O8.2Cl	570	C24H54N2O8	498.69415	34	1		C24H54ClN2O8	536.16303	35	2
338871	C18H38O14S2.2Na	589	C18H38O14S2	542.61591	34	1		C18H38NaO14S2	565.60568	35	2
338962	C32H18N8.2Li	528	C32H16N8	512.52304	40	1		C32H16LiN8	519.46404	41	2
339309	C5H11Cl2N2O2PtS.ClH.H	467	C5H12Cl2N2O2PtS	430.20998	13	1		C5H13Cl3N2O2PtS	466.67092	14	2
339310	C5H11Cl2N2O2PdS.ClH.H	378	C5H12Cl2N2O2PdS	341.55198	13	1		C5H13Cl3N2O2PdS	378.01292	14	2
339311	C7H15Cl2N2O2PtS.ClH.H	495	C7H16Cl2N2O2PtS	458.26314	15	1		C7H17Cl3N2O2PtS	494.72408	16	2
339312	C7H15Cl2N2O2PdS.ClH.H	406	C7H16Cl2N2O2PdS	369.60514	15	1		C7H17Cl3N2O2PdS	406.06608	16	2
339905	K.O4Re	289	O4Re	250.2046	5	1		KO4Re	289.3029	6	2
340102	C19H18N2OSb.Cl	448	C19H18N2OSb	412.11902	23	1		C19H18ClN2OSb	447.57202	24	2
340112	C9H10BN6.Na	236	C9H10BN6	213.0269	16	1		C9H10BN6Na	236.01667	17	2
340122	C14H10BO4.Br	333	C14H10BO4	253.0378	19	1		C14H10BBrO4	332.9418	20	2
340132	C18H22BMoN6O3.K	516	C18H22BMoN6O3	477.15667	29	1		C18H22BKMoN6O3	519.27879	30	2
340133	C18H16BN4.Na	322	C18H16BN4	299.15744	23	1		C18H16BN4Na	322.14721	24	2
340267	C17H25NO2.ClH	312	C17H25NO2	275.3859	20	1		C17H26ClNO2	311.84684	21	2
340626	C20H23N3O.ClH	358	C20H23N3O	321.41612	24	1		C20H24ClN3O	357.87706	25	2
341872	C36H40N2O14.ClH	761	C36H40N2O14	724.7078	52	1		C36H41ClN2O14	761.16874	53	2
341911	C31H28N8.3ClH	622	C31H28N8	512.60762	39	1		C31H29ClN8	549.06855	40	2
342213	C16H8Cl2N4O8RhS4.Cl.4H	726	C16H12Cl2N4O8RhS4	690.35998	35	1		C16H12Cl3N4O8RhS4	729.84474	36	2
342214	C8H4I2N2O4PtS2.2H	707	C8H6I2N2O4PtS2	707.16118	19	1		C8H6I2N2O4PtS2	709.17706	19	1
342686	C12H12ClN9O6Zr.4ClH	651	C12H15ClN9O6Zr	507.9812	29	1		C12H16Cl2N9O6Zr	544.44214	30	2
342724	C12H13GeN9O7.3ClH	662	C12H16GeN9O7	470.95154	29	1		C12H17ClGeN9O7	507.41248	30	2
342725	C3H6Cl2NO3Pt.Cs	503	C3H5Cl2NO3Pt	369.0607	10	1		C3H5Cl2CsNO3Pt	501.96615	11	2
342900	C21H22N2O4.ClH	403	C21H22N2O4	366.41037	27	1		C21H23ClN2O4	402.87131	28	2
342901	C20H22N2O4.ClH	391	C20H22N2O4	354.39967	26	1		C20H23ClN2O4	390.86061	27	2
342902	C23H28N2O4.ClH	433	C23H28N2O4	396.47941	29	1		C23H29ClN2O4	432.94035	30	2
342906	C18H32N4O4.2ClH	441	C18H32N4O4	368.47107	26	1		C18H33ClN4O4	404.93202	27	2
342939	C16H21N3O4.ClH	356	C16H21N3O4	319.35564	23	1		C16H22ClN3O4	355.81658	24	2
342952	C16H21N3O3.ClH	340	C16H21N3O3	303.35624	22	1		C16H22ClN3O3	339.81718	23	2
342958	C16H21N3O3.ClH	340	C16H21N3O3	303.35624	22	1		C16H22ClN3O3	339.81718	23	2
342979	C18H20N2O3.HI	440	C18H20N2O3	312.363	23	1		C18H21IN2O3	440.27541	24	2
343132	C8H15N3S2.HI	345	C8H15N3S2	217.3548	13	1		C8H16IN3S2	345.26721	14	2
343133	C14H18ClN3S2.ClH	364	C14H18ClN3S2	327.89582	20	1		C14H19Cl2N3S2	364.35676	21	2
343200	C12H14NS.Cl	240	C12H14NS	204.31125	14	1		C12H14ClNS	240.7722	15	2
343257	C36H62O11.Na	694	C36H62O11	670.87088	47	1		C36H62NaO11	693.86065	48	2
343337	C30H31N3S2.O4S	594	C30H31N3O4R#S3	593.77984	41	2		C30H33N3O4S3	595.79571	40	2
343661	C11H12N6O5.ClH	345	C11H12N6O5	308.25018	22	1		C11H13ClN6O5	344.71112	23	2
343662	C16H22N6O7.ClH	447	C16H22N6O7	410.38187	29	1		C16H23ClN6O7	446.84281	30	2
343904	C28H39NO2.ClH	458	C28H39NO2	421.61475	31	1		C28H40ClNO2	458.07569	32	2
344227	C8H6O6Re.H	385	C8H6O6Re	384.33663	15	1		C8H6O6Re	384.33663	15	1
344228	C10H10ClNO5Re.H	447	C10H10ClNO5Re	445.85009	18	1		C10H10ClNO5Re	445.85009	18	1
344366	C10H9N5O3.H3N	264	C10H9N5O3	247.21015	18	1		C10H12N6O3	264.24068	19	2
344769	C16H31NO2.BrH	350	C16H31NO2	269.42284	19	1		C16H32BrNO2	350.33478	20	2
345412	C46H78O16.Na	910	C46H78O16	887.10192	62	1		C46H78NaO16	910.09169	63	2
346096	C4H7Cl2N2O3Pt.Cs	530	C4H6Cl2N2O3Pt	396.08604	12	1		C4H6Cl2CsN2O3Pt	528.99148	13	2
346109	C19H16NPS.1/3Rh	356	C19H16NPS	321.3758	22	1		C19H16NPRhS	424.2813	23	2
346393	C3H5ClNO2SSn.H	274	C3H4ClNO2SSn	272.29735	9	1		C3H4ClNO2SSn	272.29736	9	1
346440	C14H14BrNO.ClH	329	C14H14BrNO	292.17106	17	1		C14H15BrClNO	328.632	18	2
346570	C29H40N2O4.2ClH	554	C29H40N2O4	480.63889	35	1		C29H41ClN2O4	517.09983	36	2
346705	C24H51N.ClH	390	C24H51N	353.66844	25	1		C24H52ClN	390.12938	26	2
346902	C17H17N5O3.ClH	376	C17H17N5O3	339.34858	25	1		C17H18ClN5O3	375.80952	26	2
347057	C14H15ClN4S3.2ClH	444	C14H15ClN4S3	370.9437	22	1		C14H16Cl2N4S3	407.40464	23	2
347095	C14H18N2O4.ClH	315	C14H18N2O4	278.30372	20	1		C14H19ClN2O4	314.76466	21	2
347096	C15H20N2O3.ClH	313	C15H20N2O3	276.3309	20	1		C15H21ClN2O3	312.79184	21	2
347475	C9H14N4O4.ClH	279	C9H14N4O4	242.23186	17	1		C9H15ClN4O4	278.6928	18	2
347476	C8H12N4O4.ClH	265	C8H12N4O4	228.20528	16	1		C8H13ClN4O4	264.66622	17	2
347740	C25H24N2O2.ClH	421	C25H24N2O2	384.47025	29	1		C25H25ClN2O2	420.93119	30	2
347999	C10H11N3S.HI	333	C10H11N3S	205.27943	14	1		C10H12IN3S	333.19185	15	2
348047	C9H7Cl2N3O.ClH	281	C9H7Cl2N3O	244.07738	15	1		C9H8Cl3N3O	280.53832	16	2
348062	C9H15BiN3O6S3.3H	569	C9H15BiN3O6S3	566.40727	22	1		C9H15BiN3O6S3	566.40727	22	1
348259	C4H2N3O.Na	131	C4H3N3O	109.08611	8	1		C4H3N3NaO	132.07588	9	2
348260	C4H5N2O.Na	120	C4H6N2O	98.10324	7	1		C4H6N2NaO	121.09301	8	2
348496	C7H16N4.2ClH	229	C7H16N4	156.22873	11	1		C7H17ClN4	192.68968	12	2
348630	C9H14NO2S.Br	280	C9H14NO2S	200.27795	13	1		C9H14BrNO2S	281.18989	14	2
348706	C7H9NO2Se.ClH	255	C7H9NO2Se	218.11185	11	1		C7H10ClNO2Se	254.5728	12	2
348708	C5H5N3O.Na	146	C5H5N3O	123.1127	9	1		C5H5N3NaO	146.10247	10	2
348864	C3H3O2.K	110	C3H4O2	72.06265	5	1		C3H4KO2	111.16095	6	2
349009	C14H19N3O2.ClH	298	C14H19N3O2	261.31956	19	1		C14H20ClN3O2	297.7805	20	2
349051	C24H24Cl2N4.2ClH	512	C24H24Cl2N4	439.38016	30	1		C24H25Cl3N4	475.8411	31	2
349163	C28H26CoN5O6.H	588	C28H27CoN5O6	588.47707	40	1		C28H27CoN5O6	591.50089	40	1
349311	C25H37NO5S.Na	487	C25H37NO5S	463.62997	32	1		C25H37NNaO5S	486.61974	33	2
349312	C30H47NO5S.K	573	C30H47NO5S	533.76287	37	1		C30H47KNO5S	572.86117	38	2
349358	C32H43N3O8S2.2K	740	C32H43N3O8S2	661.82912	45	1		C32H43KN3O8S2	700.92742	46	2
349408	C22H29NO2.ClH	376	C22H29NO2	339.47116	25	1		C22H30ClNO2	375.9321	26	2
349413	C22H27NO2.ClH	374	C22H27NO2	337.45528	25	1		C22H28ClNO2	373.91622	26	2
349682	C16H19N3O5S.Na	388	C16H19N3O5S	365.40416	25	1		C16H19N3NaO5S	388.39393	26	2
349691	C33H44N2O7S.K	652	C33H44N2O7S	612.77666	43	1		C33H44KN2O7S	651.87496	44	2
349733	C18H22F3N3O3S.ClH	454	C18H22F3N3O3S	417.44578	28	1		C18H23ClF3N3O3S	453.90672	29	2
350269	C4H8Cl2NO2PtS.H	401	C4H9Cl2NO2PtS	401.16876	11	1		C4H9Cl2NO2PtS	401.16876	11	1
350270	C5H10Cl2NO2PtS.H	415	C5H11Cl2NO2PtS	415.19534	12	1		C5H11Cl2NO2PtS	415.19533	12	1
350271	C10H12Cl2NO2PtS.H	477	C10H13Cl2NO2PtS	477.26472	17	1		C10H13Cl2NO2PtS	477.26471	17	1
